survey_id,survey_time,survey_set,question,answer,value
19,post,your_beliefs,Some people have a knack for learning and some just don't,Disagree,1
19,post,your_beliefs,Students who finish their work quickly understand the material better than students who take longer,Disagree,1
19,post,your_beliefs,I can improve my skills but I can't change my basic level of ability,Somewhat Disagree,1
19,post,your_beliefs,"In maths, you can be creative and discover things on your own",Disagree,1
19,post,your_beliefs,Effort should be a major consideration when grading students,Strongly Agree,1
19,post,your_beliefs,Mathematical ability is something that remains relatively fixed throughout a person's life,Agree,1
19,post,your_beliefs,"NA",Disagree,1
20,post,your_beliefs,There is usually only one way to solve a maths problem,Somewhat Agree,1
20,post,your_beliefs,All of my students would improve their intelligence if they worked hard at it,Disagree,1
20,post,your_beliefs,Maths involves mostly facts and procedures that have to be learned,Strongly Agree,1
20,post,your_beliefs,"There will always be some students who simply won't ""get it"" no matter what I do",Disagree,1
20,post,your_beliefs,"In maths, answers are either right or wrong",Disagree,1
20,post,your_beliefs,Discussing students' errors with the class is a good strategy for enhancing students' understanding,Somewhat Agree,1
20,post,your_beliefs,Intelligence is something that people have a certain amount of and there isn't much they can do to change it,Agree,1
20,post,your_beliefs,Some people have a knack for learning and some just don't,Disagree,1
20,post,your_beliefs,Students who finish their work quickly understand the material better than students who take longer,Disagree,1
20,post,your_beliefs,I can improve my skills but I can't change my basic level of ability,Somewhat Disagree,1
20,post,your_beliefs,"In maths, you can be creative and discover things on your own",Strongly Disagree,1
20,post,your_beliefs,Effort should be a major consideration when grading students,Agree,1
20,post,your_beliefs,Mathematical ability is something that remains relatively fixed throughout a person's life,Somewhat Agree,1
20,post,your_beliefs,"NA",Strongly Disagree,1
21,post,your_beliefs,There is usually only one way to solve a maths problem,Somewhat Agree,1
21,post,your_beliefs,All of my students would improve their intelligence if they worked hard at it,Disagree,1
21,post,your_beliefs,Maths involves mostly facts and procedures that have to be learned,Agree,1
21,post,your_beliefs,"There will always be some students who simply won't ""get it"" no matter what I do",Disagree,1
21,post,your_beliefs,"In maths, answers are either right or wrong",Disagree,1
21,post,your_beliefs,Discussing students' errors with the class is a good strategy for enhancing students' understanding,Somewhat Disagree,1
21,post,your_beliefs,Intelligence is something that people have a certain amount of and there isn't much they can do to change it,Strongly Agree,1
21,post,your_beliefs,Some people have a knack for learning and some just don't,Disagree,1
21,post,your_beliefs,Students who finish their work quickly understand the material better than students who take longer,Disagree,1
21,post,your_beliefs,I can improve my skills but I can't change my basic level of ability,Disagree,1
21,post,your_beliefs,"In maths, you can be creative and discover things on your own",Disagree,1
21,post,your_beliefs,Effort should be a major consideration when grading students,Agree,1
21,post,your_beliefs,Mathematical ability is something that remains relatively fixed throughout a person's life,Agree,1
21,post,your_beliefs,"NA",Disagree,1
22,post,your_beliefs,There is usually only one way to solve a maths problem,Somewhat Agree,1
22,post,your_beliefs,All of my students would improve their intelligence if they worked hard at it,Strongly Disagree,1
22,post,your_beliefs,Maths involves mostly facts and procedures that have to be learned,Somewhat Agree,1
22,post,your_beliefs,"There will always be some students who simply won't ""get it"" no matter what I do",Strongly Disagree,1
22,post,your_beliefs,"In maths, answers are either right or wrong",Disagree,1
22,post,your_beliefs,Discussing students' errors with the class is a good strategy for enhancing students' understanding,Somewhat Disagree,1
22,post,your_beliefs,Intelligence is something that people have a certain amount of and there isn't much they can do to change it,Strongly Agree,1
22,post,your_beliefs,Some people have a knack for learning and some just don't,Disagree,1
22,post,your_beliefs,Students who finish their work quickly understand the material better than students who take longer,Disagree,1
22,post,your_beliefs,I can improve my skills but I can't change my basic level of ability,Disagree,1
22,post,your_beliefs,"In maths, you can be creative and discover things on your own",Disagree,1
22,post,your_beliefs,Effort should be a major consideration when grading students,Strongly Agree,1
22,post,your_beliefs,Mathematical ability is something that remains relatively fixed throughout a person's life,Agree,1
22,post,your_beliefs,"NA",Somewhat Disagree,1
23,post,your_beliefs,There is usually only one way to solve a maths problem,Agree,1
23,post,your_beliefs,All of my students would improve their intelligence if they worked hard at it,Disagree,1
23,post,your_beliefs,Maths involves mostly facts and procedures that have to be learned,Somewhat Disagree,1
23,post,your_beliefs,Maths involves mostly facts and procedures that have to be learned,Agree,1
23,post,your_beliefs,"There will always be some students who simply won't ""get it"" no matter what I do",Somewhat Disagree,1
23,post,your_beliefs,"In maths, answers are either right or wrong",Somewhat Disagree,1
23,post,your_beliefs,Discussing students' errors with the class is a good strategy for enhancing students' understanding,Disagree,1
23,post,your_beliefs,Intelligence is something that people have a certain amount of and there isn't much they can do to change it,Strongly Agree,1
23,post,your_beliefs,Some people have a knack for learning and some just don't,Disagree,1
23,post,your_beliefs,Students who finish their work quickly understand the material better than students who take longer,Strongly Disagree,1
23,post,your_beliefs,I can improve my skills but I can't change my basic level of ability,Disagree,1
23,post,your_beliefs,"In maths, you can be creative and discover things on your own",Strongly Disagree,1
23,post,your_beliefs,Effort should be a major consideration when grading students,Agree,1
23,post,your_beliefs,Mathematical ability is something that remains relatively fixed throughout a person's life,Strongly Agree,1
23,post,your_beliefs,"NA",Disagree,1
24,post,your_beliefs,There is usually only one way to solve a maths problem,Somewhat Agree,1
24,post,your_beliefs,All of my students would improve their intelligence if they worked hard at it,Strongly Disagree,1
24,post,your_beliefs,Maths involves mostly facts and procedures that have to be learned,Agree,1
24,post,your_beliefs,"There will always be some students who simply won't ""get it"" no matter what I do",Strongly Disagree,1
24,post,your_beliefs,"In maths, answers are either right or wrong",Somewhat Agree,1
24,post,your_beliefs,Discussing students' errors with the class is a good strategy for enhancing students' understanding,Disagree,1
24,post,your_beliefs,Intelligence is something that people have a certain amount of and there isn't much they can do to change it,Strongly Agree,1
24,post,your_beliefs,Some people have a knack for learning and some just don't,Strongly Disagree,1
24,post,your_beliefs,Students who finish their work quickly understand the material better than students who take longer,Somewhat Disagree,1
24,post,your_beliefs,I can improve my skills but I can't change my basic level of ability,Somewhat Disagree,1
24,post,your_beliefs,"In maths, you can be creative and discover things on your own",Disagree,1
24,post,your_beliefs,Effort should be a major consideration when grading students,Somewhat Agree,1
24,post,your_beliefs,Mathematical ability is something that remains relatively fixed throughout a person's life,Agree,1
24,post,your_beliefs,"NA",Disagree,1
25,post,your_beliefs,There is usually only one way to solve a maths problem,Somewhat Disagree,1
25,post,your_beliefs,All of my students would improve their intelligence if they worked hard at it,Strongly Disagree,1
25,post,your_beliefs,Maths involves mostly facts and procedures that have to be learned,Agree,1
25,post,your_beliefs,"There will always be some students who simply won't ""get it"" no matter what I do",Disagree,1
25,post,your_beliefs,"In maths, answers are either right or wrong",Somewhat Disagree,1
25,post,your_beliefs,Discussing students' errors with the class is a good strategy for enhancing students' understanding,Disagree,1
25,post,your_beliefs,Intelligence is something that people have a certain amount of and there isn't much they can do to change it,Agree,1
25,post,your_beliefs,Some people have a knack for learning and some just don't,Disagree,1
25,post,your_beliefs,Students who finish their work quickly understand the material better than students who take longer,Disagree,1
25,post,your_beliefs,I can improve my skills but I can't change my basic level of ability,Somewhat Disagree,1
25,post,your_beliefs,"In maths, you can be creative and discover things on your own",Disagree,1
25,post,your_beliefs,Effort should be a major consideration when grading students,Strongly Agree,1
25,post,your_beliefs,Mathematical ability is something that remains relatively fixed throughout a person's life,Agree,1
25,post,your_beliefs,"NA",Strongly Disagree,1
26,post,your_beliefs,There is usually only one way to solve a maths problem,Somewhat Disagree,1
26,post,your_beliefs,All of my students would improve their intelligence if they worked hard at it,Disagree,1
26,post,your_beliefs,Maths involves mostly facts and procedures that have to be learned,Somewhat Agree,1
26,post,your_beliefs,"There will always be some students who simply won't ""get it"" no matter what I do",Disagree,1
26,post,your_beliefs,"In maths, answers are either right or wrong",Disagree,1
26,post,your_beliefs,Discussing students' errors with the class is a good strategy for enhancing students' understanding,Disagree,1
26,post,your_beliefs,Intelligence is something that people have a certain amount of and there isn't much they can do to change it,Strongly Agree,1
26,post,your_beliefs,Some people have a knack for learning and some just don't,Disagree,1
26,post,your_beliefs,Students who finish their work quickly understand the material better than students who take longer,Disagree,1
26,post,your_beliefs,I can improve my skills but I can't change my basic level of ability,Somewhat Disagree,1
26,post,your_beliefs,"In maths, you can be creative and discover things on your own",Disagree,1
26,post,your_beliefs,Effort should be a major consideration when grading students,Agree,1
26,post,your_beliefs,Mathematical ability is something that remains relatively fixed throughout a person's life,Agree,1
26,post,your_beliefs,"NA",Disagree,1
27,post,your_beliefs,There is usually only one way to solve a maths problem,Disagree,1
27,post,your_beliefs,All of my students would improve their intelligence if they worked hard at it,Disagree,1
27,post,your_beliefs,Maths involves mostly facts and procedures that have to be learned,Agree,1
27,post,your_beliefs,"There will always be some students who simply won't ""get it"" no matter what I do",Disagree,1
27,post,your_beliefs,"In maths, answers are either right or wrong",Somewhat Disagree,1
27,post,your_beliefs,Discussing students' errors with the class is a good strategy for enhancing students' understanding,Disagree,1
27,post,your_beliefs,Intelligence is something that people have a certain amount of and there isn't much they can do to change it,Agree,1
27,post,your_beliefs,Some people have a knack for learning and some just don't,Disagree,1
27,post,your_beliefs,Students who finish their work quickly understand the material better than students who take longer,Disagree,1
27,post,your_beliefs,I can improve my skills but I can't change my basic level of ability,Disagree,1
27,post,your_beliefs,"In maths, you can be creative and discover things on your own",Strongly Disagree,1
27,post,your_beliefs,Effort should be a major consideration when grading students,Agree,1
27,post,your_beliefs,Mathematical ability is something that remains relatively fixed throughout a person's life,Agree,1
27,post,your_beliefs,"NA",Disagree,1
28,post,your_beliefs,There is usually only one way to solve a maths problem,Disagree,1
28,post,your_beliefs,All of my students would improve their intelligence if they worked hard at it,Somewhat Disagree,1
28,post,your_beliefs,Maths involves mostly facts and procedures that have to be learned,Agree,1
28,post,your_beliefs,"There will always be some students who simply won't ""get it"" no matter what I do",Disagree,1
28,post,your_beliefs,"In maths, answers are either right or wrong",Strongly Disagree,1
28,post,your_beliefs,Discussing students' errors with the class is a good strategy for enhancing students' understanding,Somewhat Disagree,1
28,post,your_beliefs,Intelligence is something that people have a certain amount of and there isn't much they can do to change it,Agree,1
28,post,your_beliefs,Some people have a knack for learning and some just don't,Disagree,1
28,post,your_beliefs,Students who finish their work quickly understand the material better than students who take longer,Strongly Disagree,1
28,post,your_beliefs,I can improve my skills but I can't change my basic level of ability,Somewhat Disagree,1
28,post,your_beliefs,"In maths, you can be creative and discover things on your own",Disagree,1
28,post,your_beliefs,Effort should be a major consideration when grading students,Strongly Agree,1
28,post,your_beliefs,Mathematical ability is something that remains relatively fixed throughout a person's life,Agree,1
28,post,your_beliefs,"NA",Somewhat Disagree,1
29,post,your_beliefs,There is usually only one way to solve a maths problem,Somewhat Disagree,1
29,post,your_beliefs,All of my students would improve their intelligence if they worked hard at it,Strongly Disagree,1
29,post,your_beliefs,Maths involves mostly facts and procedures that have to be learned,Agree,1
29,post,your_beliefs,"There will always be some students who simply won't ""get it"" no matter what I do",Disagree,1
29,post,your_beliefs,"In maths, answers are either right or wrong",Disagree,1
29,post,your_beliefs,Discussing students' errors with the class is a good strategy for enhancing students' understanding,Disagree,1
29,post,your_beliefs,Intelligence is something that people have a certain amount of and there isn't much they can do to change it,Agree,1
29,post,your_beliefs,Some people have a knack for learning and some just don't,Disagree,1
29,post,your_beliefs,Students who finish their work quickly understand the material better than students who take longer,Disagree,1
29,post,your_beliefs,I can improve my skills but I can't change my basic level of ability,Somewhat Disagree,1
29,post,your_beliefs,"In maths, you can be creative and discover things on your own",Disagree,1
29,post,your_beliefs,Effort should be a major consideration when grading students,Agree,1
29,post,your_beliefs,Mathematical ability is something that remains relatively fixed throughout a person's life,Agree,1
29,post,your_beliefs,"NA",Disagree,1
